"nome palestra","discipline","indirizzo","telefono","orari di apertura","pagina web","lat","long"
"ASD Judo Bu-sen Tradate","Judo | Fitness","ingresso da, Piazza Mazzini, Piazza Nelson Mandela, 21049, 21049 Tradate VA, Italia","+39 340 581 7679","Lun 17-22 | Mar 09:30-11:30, 17-22 | Mer 18-21:30 | Gio 09:30-11:30, 17-22 | Ven 17-21:30 | Sab 09:30-11:30 | Dom chiuso","http://www.judobusentradate.it/","45.713135000000001","8.906212"
"ASD KOKORO DAI","Fitness","Via Luigi Cadorna, 1, 21050 Cairate VA, Italia","+39 0331 312548","Lun 16:45-22 | Mar 16:45-22 | Mer 16:45-22 | Gio 16:45-22 | Ven 16:45-22 | Sab chiuso | Dom chiuso","https://www.kokorodai.it/","45.697868","8.8499350000000003"
"ASD RAGGI D'ORIENTE","Fitness","Via F. Confalonieri, 4, 21052 Busto Arsizio VA, Italia","+39 340 835 4187","Lun 17-23 | Mar 17-23 | Mer 17-23 | Gio 17-23 | Ven 17-23 | Sab chiuso | Dom chiuso","http://www.raggioriente.it/","45.611057000000002","8.8438750000000006"
"Asd. United Sports Ceresio","Fitness","Via per osteno, 9, 22010 Porlezza CO, Italia","+39 371 133 9268","Lun 17-18 | Mar chiuso | Mer chiuso | Gio 19-20:30 | Ven chiuso | Sab chiuso | Dom chiuso","http://www.united-sports-ceresio.it/","46.036723","9.125804"
"ASDSorepi","Yoga","Via Leonardo Da Vinci, 3A, 21100 Varese VA, Italia","+39 320 646 5159","Lun chiuso | Mar chiuso | Mer 17-19 | Gio 17-19 | Ven chiuso | Sab chiuso | Dom chiuso","https://asdsorepi2023.wordpress.com/","45.816406999999998","8.8354470000000003"
"Associazione Calcio Bellinzona","Fitness","Via Codeborgo 9, 6500 Bellinzona, Svizzera","+41 79 244 10 14","Orari da verificare","http://www.acbellinzona.ch/index.php/2018/06/04/acb-fc-red-stars-info-biglietteria/","46.192751999999999","9.0233670000000004"
"Associazione Culturale Smeraldo","Fitness","Via Edmondo de Amicis, 2, 21013 Gallarate VA, Italia","+39 379 109 9269","Orari da verificare","https://www.instagram.com/smeraldo.associazioneigsh=MWNwOW5tMnVqMXlsNQ%3D%3D","45.672409000000002","8.7840399999999992"
"Associazione Culturale Yogacenter","Yoga","Via Brennero, 40, 21013 Gallarate VA, Italia","+39 391 738 9247","Orari da verificare","http://www.yogacenter.it/","45.686807999999999","8.7892969999999995"
"Associazione DMC STUDIO","Fitness","Via Sorengo 2, 6900 Lugano, Svizzera","+41 76 280 12 13","Lun 17-20 | Mar 16-19:30 | Mer 15-21:30 | Gio 16-21:30 | Ven 17-19:30 | Sab chiuso | Dom chiuso","http://www.dmcstudio.ch/","46.005453000000003","8.9441590000000009"
"Associazione i guerrieri del fuoco - Centro yoga e arti marziali","Yoga | Fitness","Via Stadio, 38, 21100 Varese VA, Italia","+39 331 967 2333","Lun 17-22:30 | Mar 17-22:30 | Mer 17-22:30 | Gio 17:30-22:30 | Ven 17-22:30 | Sab chiuso | Dom chiuso","https://www.vareseyoga.it/","45.835695999999999","8.8009020000000007"
"Associazione Oshoba","Fitness","Via Morazzone, 5, 21049 Tradate VA, Italia","+39 0331 810042","Orari da verificare","https://www.oshoba.it/","45.708160999999997","8.8980750000000004"
"Associazione Polisportiva Dilettantistica Aurora Induno","Fitness","Via Olimpiade, snc, 21056 Induno Olona VA, Italia","+39 0332 202562","Lun 18:30-20 | Mar 18:30-20 | Mer 18:30-20 | Gio 18:30-20 | Ven 18:30-20 | Sab chiuso | Dom chiuso","http://aurorainduno.weebly.com/","45.848908999999999","8.853256"
"Associazione Polisportiva Robur Et Fides","Fitness","Via Padre Samuele Marzorati, 51, 21100 Varese VA, Italia","+39 0332 284475","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-22 | Sab 08-19:30 | Dom 08:30-12:30","http://www.roburetfides.com/","45.825958","8.8166239999999991"
"Associazione Sportiva Rugby Varese","Fitness","Via Salvore, 9, 21100 Varese VA, Italia","+39 0332 282803","Orari da verificare","http://www.rugbyvarese.it/","45.814247000000002","8.838514"
"Associazione Sportiva Uisp - Unione Italiana Sport Per Tutti","Fitness","Piazza Fulvio De Salvo, 5, 21100 Varese VA, Italia","+39 0332 813001","Lun 08:30-13 | Mar 08:30-13 | Mer 08:30-13 | Gio 08:30-13 | Ven 08:30-13 | Sab chiuso | Dom chiuso","http://www.uisp.it/varese/","45.801797000000001","8.8488760000000006"
"Associazione Tennis Club Caslano","Fitness","Via Mera 45, 6987 Caslano, Svizzera","+41 91 606 10 42","Lun 08-21:30 | Mar 08-21:30 | Mer 08-21:30 | Gio 08-21:30 | Ven 08-21:30 | Sab 08-21:30 | Dom 08-21:30","https://tccaslano.ch/ristorante/","45.970260000000003","8.8752320000000005"
"Atelier11","Pilates","Piazza XXV Aprile, 11a, 21052 Busto Arsizio VA, Italia","","Orari da verificare","http://www.atelier11.it/","45.617671999999999","8.8496939999999995"
"Athletic Form | Palestra | Hyrox Center Chiasso","Fitness","Corso S. Gottardo 88, 6830 Chiasso, Svizzera","+41 76 592 18 85","Lun 06-20:30 | Mar 06-20:30 | Mer 06-20:30 | Gio 06-20:30 | Ven 06-20:30 | Sab 06-14 | Dom chiuso","http://www.athleticformch.com/","45.836858999999997","9.025245"
"Athletik Club 90 SA","Fitness","Via Pobbia 6, Casella Postale 10, 6514 Sementina, Svizzera","+41 91 857 65 57","Lun 07:30-21 | Mar 07:30-21 | Mer 07:30-21 | Gio 07:30-21 | Ven 07:30-21 | Sab 07:30-16 | Dom chiuso","http://www.athletikclub90.ch/","46.177697999999999","8.9988519999999994"
"Atletica Tradate","Fitness","Via Caravaggio, 21049 Tradate VA, Italia","","Lun 18-20 | Mar 18-20 | Mer 18-20 | Gio 18-20 | Ven 18-20 | Sab chiuso | Dom chiuso","https://www.atleticatradate.com/home","45.704566999999997","8.9022679999999994"
"AtX Training Lab","Fitness","Viale Luigi Borri, 311, 21100 Varese VA, Italia","+39 0332 176 5565","Lun 06-22 | Mar 06-22 | Mer 06-22 | Gio 06-22 | Ven 06-22 | Sab 06-22 | Dom 06-22","https://www.athletixtl.com/","45.788060999999999","8.8502390000000002"
"Aura Fitness Lounge & Spa","Fitness","Via S. Gottardo 24, 6532 Arbedo-Castione, Svizzera","+41 91 820 12 88","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","https://aurafitnesslounge.ch/","46.232810000000001","9.0406639999999996"
"Aventurx Tradate | Abbigliamento e accessori moto e trekking","Fitness","Via Eugenio Curiel, 1, 21049 Tradate VA, Italia","+39 02 3654 9346","Lun 09:30-13:30, 14:30-19 | Mar 09:30-13:30, 14:30-19 | Mer 09:30-13:30, 14:30-19 | Gio 09:30-13:30, 14:30-19 | Ven 09:30-13:30, 14:30-19 | Sab 09:30-13:30, 14:30-19 | Dom 09:30-13:30, 14:30-19","https://aventurx.com/","45.699860999999999","8.9109750000000005"
"AYAH EXPERIENCE","Yoga","Via S. Solutore, 21, 21047 Saronno VA, Italia","+39 375 635 3202","Lun 07-20 | Mar 07-20 | Mer 07-20 | Gio 07-20 | Ven 07-20 | Sab 07-20 | Dom 10-20","https://www.ayahexperience.com/","45.617038999999998","9.0423580000000001"
"Ayur.Yoga","Yoga","Viale Stazione 14, 6500 Bellinzona, Svizzera","+41 79 521 02 33","Orari da verificare","","46.192929999999997","9.0253549999999994"
"Ayur.Yoga Ticino","Yoga","Via S. Giovanni 9, 6500 Bellinzona, Svizzera","+41 79 521 02 33","Orari da verificare","https://yellow.local.ch/d/IUSgYGfn33CwRjVCeRuYWg","46.195278999999999","9.0253960000000006"
"BALANCE ACADEMY ASD - SCUOLA DI DANZA E MOVIMENTO","Fitness","Corso Leonardo da Vinci, 48/50, 21013 Gallarate VA, Italia","+39 391 769 4887","Lun 09-12, 16-21 | Mar 14:30-21 | Mer 13-14, 16-21 | Gio 09-10, 16-21 | Ven 17-20 | Sab 09:30-11:30 | Dom chiuso","http://balanceacademy.it/","45.650717999999998","8.788036"
"Balance Lab","Pilates","Via Saverio Mercadante, 21100 Varese VA, Italia","+39 348 825 9903","Lun 08-15, 16:30-21:30 | Mar 08-15, 16:30-21:30 | Mer 08-15, 16:30-21:30 | Gio 08-15, 16:30-21:30 | Ven 08-15, 17:30-20 | Sab 09-13 | Dom chiuso","","45.821590999999998","8.8244019999999992"
"Bali Yoga - Corsi Yoga a Milano Centro","Yoga","Via Marghera, 43, 20149 Milano MI, Italia","+39 333 887 8078","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-22 | Sab 10-20 | Dom 10-20","http://www.baliyoga.it/utm_source=GoogleMyBusiness&utm_medium=GMB_ViaMarghera","45.466014999999999","9.1521830000000008"
"Balmelli Sport","Fitness","Via G.B. Pioda 10, 6900 Lugano, Svizzera","+41 91 923 58 67","Lun 08:30-18:30 | Mar 08:30-18:30 | Mer 08:30-18:30 | Gio 08:30-18:30 | Ven 08:30-18:30 | Sab 08:30-17 | Dom chiuso","http://www.balmelli-sport.ch/","46.007249999999999","8.954402"
"B-arena","Fitness","Via al Ticino 44, 6514 Sementina, Svizzera","+41 76 259 28 13","Lun 06-23 | Mar 06-23 | Mer 06-23 | Gio 06-23 | Ven 06-23 | Sab 06-23 | Dom 06-23","https://b-arena.ch/","46.177886000000001","8.9956200000000006"
"BASE | Personal Training","Fitness","Via Giacomo Galli, 5, 21049 Tradate VA, Italia","+39 334 351 4605","Orari da verificare","","45.703952999999998","8.9202569999999994"
"BE HAPPY di Federica Lucchini","Fitness","Via Borghetto 6, 6512 Giubiasco, Svizzera","+41 77 204 80 60","Lun 10-19 | Mar chiuso | Mer 10-19 | Gio 10-19 | Ven 10-18:30 | Sab chiuso | Dom chiuso","http://www.vivialtop.com/","46.173338999999999","9.0119369999999996"
"Belady Fitness Club Lugano","Fitness","Via Serafino Balestra 9, 6900 Lugano, Svizzera","+41 78 732 49 94","Lun 07-19 | Mar 07-19 | Mer 07-19 | Gio 07-19 | Ven 07-19 | Sab 07-12 | Dom chiuso","https://belady.ch/","46.008459000000002","8.9541350000000008"
"Bellinzona Sport","Fitness","Via Brunari 2, 6500 Bellinzona, Svizzera","+41 58 203 17 10","Orari da verificare","http://sport.bellinzona.ch/","46.200097999999997","9.0186299999999999"
"Belotti Sport Locarno","Fitness","Via Cittadella 22, 6600 Locarno, Svizzera","+41 91 751 66 02","Lun 09-18:30 | Mar 09-18:30 | Mer 09-18:30 | Gio 09-18:30 | Ven 09-18:30 | Sab 09-17:30 | Dom chiuso","http://www.belottisport.ch/","46.169466","8.7933000000000003"
"Benessere in Movimento Danza & Fitness","Fitness","Via A. Ramazzotti, 33, 21047 Saronno VA, Italia","+39 342 074 2830","Lun 16-22 | Mar 10-11, 16-22 | Mer 16-22 | Gio 10-11, 16-22 | Ven 16-22 | Sab chiuso | Dom chiuso","https://www.bmsaronno.com/","45.628568000000001","9.0327310000000001"
"Berg Piscine S.R.L","Fitness","Via Trieste, 21023 Besozzo VA, Italia","+39 0332 773904","Lun 08:30-17 | Mar 08:30-17 | Mer 08:30-17 | Gio 08:30-17 | Ven 08:30-17 | Sab 08:30-12:30 | Dom chiuso","https://www.bergpiscine.it/utm_medium=referral&utm_source=gmb&utm_campaign=main_gmb","45.864246000000001","8.6684239999999999"
"BhagaYoga","Yoga","Via Camillo Cavour, 5, 21053 Castellanza VA, Italia","+39 339 341 7037","Orari da verificare","https://www.byoga.org/","45.608291999999999","8.8956689999999998"
"Bienfitstudio","Fitness","Via Antonio Vanoni 7, 6900 Lugano, Svizzera","+41 77 905 05 55","Lun 08-19 | Mar 07-19 | Mer 07-19 | Gio 07-19 | Ven 07-19 | Sab 09-12 | Dom chiuso","http://www.bienfitstudio.ch/","46.011356999999997","8.9528970000000001"
"Bilitio Sagl","Fitness","In Tirada 114, 6528 Bellinzona, Svizzera","","Orari da verificare","","46.159582","8.9833859999999994"
"BIOFIT CLUB Lugano","Fitness","Via Giacomo e Filippo Ciani 16, 6900 Lugano, Svizzera","+41 76 805 08 13","Lun 08-19 | Mar 08-19 | Mer 08-19 | Gio 08-19 | Ven 08-19 | Sab 08-12 | Dom chiuso","https://www.biofitclub.ch/","46.015070999999999","8.9609179999999995"
"Blooming moves","Pilates","Via Vallemaggia 11, 6600 Locarno, Svizzera","","Lun chiuso | Mar chiuso | Mer 08:30-11:30 | Gio 12-13:30 | Ven chiuso | Sab chiuso | Dom chiuso","","46.169561999999999","8.7885010000000001"
"BODHI Reformer","Pilates","Corso Bello 2, 6850 Mendrisio, Svizzera","+41 76 814 66 09","Lun 08-20:30 | Mar 07-20:30 | Mer 08-20:30 | Gio 07-20:30 | Ven 08-20:30 | Sab 08-13:30 | Dom 09-12:15","http://www.bodhireformer.ch/","45.869726999999997","8.9875439999999998"
"BODY BALANCE SSD - Venegono Inferiore","Pilates","Via F. Lli Kennedy, 19, 21040 Venegono Inferiore VA, Italia","+39 375 570 4277","Lun 08:30-13:30, 16-21:30 | Mar 08:30-13:30, 17-21:30 | Mer 17-21:30 | Gio 08:30-13:30, 17-21:30 | Ven 08:30-13:30, 16-20:30 | Sab 08:30-13:30 | Dom chiuso","https://www.bb-bodybalance.it/","45.731104999999999","8.8850850000000001"
"Body Mind Arti Marziali & Fitness Academy","Fitness","Via Guglielmo Marconi, 13, 21026 Gavirate VA, Italia","","Lun 17:30-21 | Mar 17:30-21 | Mer 17:30-21 | Gio 17:30-21 | Ven chiuso | Sab chiuso | Dom chiuso","https://linktr.ee/bodymind_fitnessacademy","45.843229999999998","8.7130779999999994"
"Body Power Gym - Mendrisio","Fitness","Via Rime 38, 6850 Mendrisio, Svizzera","+41 91 646 21 88","Orari da verificare","https://fitness.center.ivof.com/body-power-gym/","45.870497999999998","8.9759360000000008"
"Body Work Lugano - EMS e Vacu Gym","Fitness","Via Tesserete 65, 6900 Lugano, Svizzera","+41 76 707 75 47","Lun 07:30-19:30 | Mar 07:30-19:30 | Mer 07:30-19:30 | Gio 07:30-19:30 | Ven 07:30-19:30 | Sab 08-12 | Dom chiuso","http://www.bodyworklugano.ch/","46.016756999999998","8.9506329999999998"
"BodyClub Fitness","Fitness","Via S. Gottardo 1, 6600 Muralto, Svizzera","+41 79 815 03 80","Lun 06-00 | Mar 06-00 | Mer 06-00 | Gio 06-00 | Ven 06-00 | Sab 06-00 | Dom 06-00","https://www.bodyclub.ch/","46.173685999999996","8.8019049999999996"
"BodyClub Personal Training","Fitness","Via G. Mariani 1b, 6600 Muralto, Svizzera","+41 79 815 03 80","Lun 06-21 | Mar 06-21 | Mer 06-21 | Gio 06-21 | Ven 06-21 | Sab 08-12 | Dom chiuso","http://www.bodyclub.ch/personal-trainer","46.173887000000001","8.8019390000000008"
"Boubou Camp centro cinofilo","Fitness","Via Vetta d'Italia, 40, 21100 Varese VA, Italia","+39 329 013 1684","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab 08-20 | Dom 08-20","http://bouboucamp.com/","45.825713","8.8597219999999997"
"Bowling Space Varese","Fitness","Via Campo di Maggio, 33, 21020 Gazzada Schianno VA, Italia","+39 0332 135 3400","Lun 15-01 | Mar 15-01 | Mer 15-01 | Gio 15-01 | Ven 14-02 | Sab 14-02 | Dom 14-02","https://bowlingspacevarese.it/","45.770218999999997","8.8115749999999995"
"Boxe Club Locarno","Boxe | Fitness","Via della Pace 1b, 6600 Locarno, Svizzera","+41 76 577 25 83","Orari da verificare","","46.168914000000001","8.7989090000000001"
"Boxe Club Locarno","Boxe","via alla Morettina 9A, 6600 Locarno, Svizzera","","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso","http://www.boxeclublocarno.ch/","46.164648","8.7890370000000004"
"Boxing Fighter's Varese","Boxe | Fitness","Via Giuseppe Giusti, 7, 21100 Varese VA, Italia","+39 340 508 4131","Lun 17:30-20:30 | Mar 17:30-20:30 | Mer 17:30-20:30 | Gio 17:30-20:30 | Ven 17:30-20:30 | Sab chiuso | Dom chiuso","https://12932-boxingfighters-it.sitebuilder-it.webapps.net/","45.802585999999998","8.8431840000000008"
"Boxing Team Luganese","Boxe","Via alla Stampa, 6965 Lugano, Svizzera","+41 76 368 11 23","Lun 17-21 | Mar 17-21 | Mer 17-21 | Gio 17-21 | Ven 17-21 | Sab chiuso | Dom chiuso","http://www.boxingteamluganese.ch/","46.041691","8.974119"
"Boxing Team Tiger di Maestro Bassem Sassi","Boxe","Via I Maggio, 21050 Lonate Ceppino VA, Italia","+39 331 444 8861","Lun 18-20 | Mar chiuso | Mer 18-20 | Gio chiuso | Ven 18-20 | Sab chiuso | Dom chiuso","https://www.facebook.com/profile.phpid=100091627429203","45.704543999999999","8.8754240000000006"
"Brasa Team Italy","Fitness","Via Cesare Correnti, 2, 21100 Varese VA, Italia","+39 0332 812910","Lun chiuso | Mar 19:30-22 | Mer chiuso | Gio 19:30-22 | Ven chiuso | Sab 12-14:30 | Dom chiuso","http://www.brasateam.it/","45.797424999999997","8.8430470000000003"
"Broa BJJ Lugano","JiuJitsu Brasiliano","Via Landriani 7, 6900 Lugano, Svizzera","+41 76 367 90 10","Orari da verificare","https://broabjj.ch/","46.006462999999997","8.9588990000000006"
"Broadway Palestre","Fitness","Via Alessandro Volta, 7, 21047 Saronno VA, Italia","+39 344 084 5471","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab 15-17 | Dom chiuso","http://www.broadwaypalestre.it/","45.630270000000003","9.0355249999999998"
"Budo Club Vedeggio","Judo","Via Ortaccio 1, 6990 Agno, Svizzera","+41 79 337 31 23","Orari da verificare","http://www.budovedeggio.ch/index.php/il-club/comitato","45.991643","8.892226"
"BU-SEN VERBANO JUDO","Judo","Via ai Ronchi, 3, 21010 Germignaga VA, Italia","","Lun 17-19 | Mar chiuso | Mer chiuso | Gio 17-19 | Ven chiuso | Sab chiuso | Dom chiuso","https://www.busenverbanojudo.it/","45.989724000000002","8.7243189999999995"
"BUSHI NO TE, Arti marziali, Karate-Do, Kenjutsu, Kobudo, Antiaggressione femminile, M° T. Güney","Karate","Corsi per tutti (palestra SUPSI, Entrata da Via Rinaldo Simen o, Piazza S. Francesco 16, 6600 Locarno, Svizzera","+41 91 796 12 44","Lun 18:30-21 | Mar 18:30-20 | Mer 19-20 | Gio 18:30-21 | Ven chiuso | Sab chiuso | Dom chiuso","http://www.karate-bushinote.com/","46.167411999999999","8.7912839999999992"
"BUSHINOTE ARTI MARZIALI","Karate","Via Cappuccini 2, 6600 Locarno, Svizzera","+41 78 696 36 39","Lun chiuso | Mar 18:30-21:30 | Mer chiuso | Gio 18:30-21:30 | Ven chiuso | Sab chiuso | Dom chiuso","https://www.karate-bushinote.com/","46.171722000000003","8.7971149999999998"
"Busto Nuoto Sincro","Nuoto","Via Luciano Manara, 13, 21052 Busto Arsizio VA, Italia","+39 0331 629364","Orari da verificare","https://www.bustonuotosincro.com/","45.608378999999999","8.8551129999999993"
"California Acquapark","Fitness","Via S. Gottardo 4, 6828 Balerna, Svizzera","+41 91 695 70 00","Lun 08:30-22 | Mar 08:30-21 | Mer 08:30-22 | Gio 08:30-21 | Ven 08:30-21 | Sab 09-19 | Dom 09-19","https://california-acquapark.ch/","45.839478999999997","9.0201609999999999"
"California Yoga International","Yoga","Via Pasquale Lucchini 4, 6900 Lugano, Svizzera","+41 78 447 08 88","Lun 10-20 | Mar 11:30-20 | Mer 18:30-20:30 | Gio 17:30-20 | Ven 11:30-20 | Sab 09:30-13 | Dom chiuso","http://californiayogainternational.com/","46.006075000000003","8.9575960000000006"
"Campi Da Tennis","Fitness","Via dei Sassi, 36, 21052 Busto Arsizio VA, Italia","","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-22","","45.626139000000002","8.8437300000000008"
"Campo di calcetto centro sportivo Mons. Ugo Ronchi","Fitness","Via Bellavita, 5C, 21047 Saronno VA, Italia","","Orari da verificare","","45.632838999999997","9.0395380000000003"
"Campo di Calcio Locarno","Fitness","6600 Locarno, Svizzera","","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","","46.162678999999997","8.801539"
"Campo Sportivo","Fitness","Via ai Saleggi, 6834 Morbio Inferiore, Svizzera","","Orari da verificare","","45.848972000000003","9.0229049999999997"
"Campo Sportivo","Fitness","Via Camparano 31-33, 6965 Lugano, Svizzera","","Orari da verificare","","46.044499000000002","8.979419"
"Campo Sportivo Comunale 'Mario Porta'","Fitness","Vedano Olona, Via Nino Bixio, 18, 21040 Varese VA, Italia","","Orari da verificare","","45.772514999999999","8.8891089999999995"
"Campo Sportivo Comunale 'S.C.Antoniana Asd'","Fitness","Via Cà Bianca, 44, 21052 Busto Arsizio VA, Italia","+39 0331 324075","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 14-16 | Dom chiuso","http://scantoniana.it/","45.613472999999999","8.8786780000000007"
"Campo sportivo Parrocchiale ""Don Cesana""","Fitness","Via Varese, 33, 21052 Busto Arsizio VA, Italia","+39 350 590 8328","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","http://facebook.com/schoolofsportrezzara/","45.614077000000002","8.836741"
"Campo Sportivo Ponte Chiasso","Fitness","Via Bellinzona, 215, 22100 Como CO, Italia","+39 335 808 4050","Lun 17-00 | Mar 17-00 | Mer 17-00 | Gio 17-00 | Ven 17-00 | Sab 17-00 | Dom 17-00","","45.827305000000003","9.0426310000000001"
"Campo Sportivo Via Roma","Fitness","Via Roma, 21049 Tradate VA, Italia","+39 349 370 9051","Lun 09-22 | Mar 09-22 | Mer 09-22 | Gio 09-22 | Ven 09-22 | Sab 09-21 | Dom 09-20","","45.707873999999997","8.9150880000000008"
"Campus - Pro Patria Judo","Judo | Fitness","Via Luigi Settembrini, 33, 21052 Busto Arsizio VA, Italia","+39 393 864 3615","Lun 10-13, 15-22 | Mar 10-13, 15-22 | Mer 10-13, 15-22 | Gio 10-13, 15-22 | Ven 10-13, 15-22 | Sab 00:00-24:00 | Dom chiuso","http://campus.propatriajudo.it/","45.592368","8.8427000000000007"
"Canottieri Luino","Fitness","Via Lido, 6, 21016 Luino VA, Italia","+39 0332 531240","Lun 16-20 | Mar 16-20 | Mer 16-20 | Gio 16-20 | Ven 16-20 | Sab 10-00:30 | Dom 10-00:30","http://www.canottieriluino.it/","45.996558999999998","8.7298480000000005"
"Carpe Diem - Studio Yoga di Cory Yoga","Yoga","Via Gismonda 7, 6850 Mendrisio, Svizzera","+41 76 383 62 93","Lun 09:30-21 | Mar 18-21 | Mer 12-21:30 | Gio 07-20:30 | Ven 12-13 | Sab 10-12 | Dom 18-19:30","https://www.coryyogawithheart.com/utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2232695709245020399","45.868561","8.9852699999999999"
"Casa Santo Stefano","Fitness","Via alla Chiesa 25, 6986 Miglieglia, Svizzera","+41 91 609 19 35","Orari da verificare","http://www.casa-santo-stefano.ch/","46.024546999999998","8.8567680000000006"
